,Lon,Lat,grid_coords
1375,-88.625,1.875,"(7, 19)"
1376,-88.625,2.125,"(8, 19)"
1377,-88.625,2.375,"(9, 19)"
1378,-88.625,2.625,"(10, 19)"
1379,-88.625,2.875,"(11, 19)"
1380,-88.625,3.125,"(12, 19)"
1381,-88.625,3.375,"(13, 19)"
1382,-88.625,3.625,"(14, 19)"
1383,-88.625,3.875,"(15, 19)"
1384,-88.625,4.125,"(16, 19)"
1385,-88.625,4.375,"(17, 19)"
1386,-88.625,4.625,"(18, 19)"
1387,-88.625,4.875,"(19, 19)"
1388,-88.625,5.125,"(20, 19)"
1389,-88.625,5.375,"(21, 19)"
1390,-88.625,5.625,"(22, 19)"
1391,-88.625,5.875,"(23, 19)"
1392,-88.625,6.125,"(24, 19)"
1393,-88.625,6.375,"(25, 19)"
1394,-88.625,6.625,"(26, 19)"
1395,-88.625,6.875,"(27, 19)"
1396,-88.625,7.125,"(28, 19)"
1397,-88.625,7.375,"(29, 19)"
1398,-88.625,7.625,"(30, 19)"
1399,-88.625,7.875,"(31, 19)"
1400,-88.625,8.125,"(32, 19)"
1401,-88.625,8.375,"(33, 19)"
1402,-88.625,8.625,"(34, 19)"
1403,-88.625,8.875,"(35, 19)"
1404,-88.625,9.125,"(36, 19)"
1405,-88.625,9.375,"(37, 19)"
1406,-88.625,9.625,"(38, 19)"
1407,-88.625,9.875,"(39, 19)"
1408,-88.625,10.125,"(40, 19)"
1409,-88.625,10.375,"(41, 19)"
1410,-88.625,10.625,"(42, 19)"
1411,-88.625,10.875,"(43, 19)"
1412,-88.625,11.125,"(44, 19)"
1413,-88.625,11.375,"(45, 19)"
1414,-88.625,11.625,"(46, 19)"
1415,-88.625,11.875,"(47, 19)"
1416,-88.625,12.125,"(48, 19)"
1417,-88.625,12.375,"(49, 19)"
1418,-88.625,12.625,"(50, 19)"
1419,-88.625,12.875,"(51, 19)"
1420,-88.625,13.125,"(52, 19)"
1421,-88.625,13.375,"(53, 19)"
1422,-88.625,13.625,"(54, 19)"
1423,-88.625,13.875,"(55, 19)"
1424,-88.625,14.125,"(56, 19)"
1425,-88.625,14.375,"(57, 19)"
1426,-88.625,14.625,"(58, 19)"
1427,-88.625,14.875,"(59, 19)"
1428,-88.625,15.125,"(60, 19)"
1429,-88.625,15.375,"(61, 19)"
1430,-88.625,15.625,"(62, 19)"
1431,-88.625,15.875,"(63, 19)"
1432,-88.625,16.125,"(64, 19)"
1433,-88.625,16.375,"(65, 19)"
1434,-88.625,16.625,"(66, 19)"
1435,-88.625,16.875,"(67, 19)"
1436,-88.625,17.125,"(68, 19)"
1437,-88.625,17.375,"(69, 19)"
1438,-88.625,17.625,"(70, 19)"
1439,-88.625,17.875,"(71, 19)"
1440,-88.375,0.125,"(0, 20)"
1441,-88.375,0.375,"(1, 20)"
1442,-88.375,0.625,"(2, 20)"
1443,-88.375,0.875,"(3, 20)"
1444,-88.375,1.125,"(4, 20)"
1445,-88.375,1.375,"(5, 20)"
1446,-88.375,1.625,"(6, 20)"
1447,-88.375,1.875,"(7, 20)"
1448,-88.375,2.125,"(8, 20)"
1449,-88.375,2.375,"(9, 20)"
1450,-88.375,2.625,"(10, 20)"
1451,-88.375,2.875,"(11, 20)"
1452,-88.375,3.125,"(12, 20)"
1453,-88.375,3.375,"(13, 20)"
1454,-88.375,3.625,"(14, 20)"
1455,-88.375,3.875,"(15, 20)"
1456,-88.375,4.125,"(16, 20)"
1457,-88.375,4.375,"(17, 20)"
1458,-88.375,4.625,"(18, 20)"
1459,-88.375,4.875,"(19, 20)"
1460,-88.375,5.125,"(20, 20)"
1461,-88.375,5.375,"(21, 20)"
1462,-88.375,5.625,"(22, 20)"
1463,-88.375,5.875,"(23, 20)"
1464,-88.375,6.125,"(24, 20)"
1465,-88.375,6.375,"(25, 20)"
1466,-88.375,6.625,"(26, 20)"
1467,-88.375,6.875,"(27, 20)"
1468,-88.375,7.125,"(28, 20)"
1469,-88.375,7.375,"(29, 20)"
1470,-88.375,7.625,"(30, 20)"
1471,-88.375,7.875,"(31, 20)"
1472,-88.375,8.125,"(32, 20)"
1473,-88.375,8.375,"(33, 20)"
1474,-88.375,8.625,"(34, 20)"
1475,-88.375,8.875,"(35, 20)"
1476,-88.375,9.125,"(36, 20)"
1477,-88.375,9.375,"(37, 20)"
1478,-88.375,9.625,"(38, 20)"
1479,-88.375,9.875,"(39, 20)"
1480,-88.375,10.125,"(40, 20)"
1481,-88.375,10.375,"(41, 20)"
1482,-88.375,10.625,"(42, 20)"
1483,-88.375,10.875,"(43, 20)"
1484,-88.375,11.125,"(44, 20)"
1485,-88.375,11.375,"(45, 20)"
1486,-88.375,11.625,"(46, 20)"
1487,-88.375,11.875,"(47, 20)"
1488,-88.375,12.125,"(48, 20)"
1489,-88.375,12.375,"(49, 20)"
1490,-88.375,12.625,"(50, 20)"
1491,-88.375,12.875,"(51, 20)"
1492,-88.375,13.125,"(52, 20)"
1493,-88.375,13.375,"(53, 20)"
1494,-88.375,13.625,"(54, 20)"
1495,-88.375,13.875,"(55, 20)"
1496,-88.375,14.125,"(56, 20)"
1497,-88.375,14.375,"(57, 20)"
1498,-88.375,14.625,"(58, 20)"
1499,-88.375,14.875,"(59, 20)"
1500,-88.375,15.125,"(60, 20)"
1501,-88.375,15.375,"(61, 20)"
1502,-88.375,15.625,"(62, 20)"
1503,-88.375,15.875,"(63, 20)"
1504,-88.375,16.125,"(64, 20)"
1505,-88.375,16.375,"(65, 20)"
1506,-88.375,16.625,"(66, 20)"
1507,-88.375,16.875,"(67, 20)"
1508,-88.375,17.125,"(68, 20)"
1509,-88.375,17.375,"(69, 20)"
1510,-88.375,17.625,"(70, 20)"
1511,-88.375,17.875,"(71, 20)"
1512,-88.125,0.125,"(0, 21)"
1513,-88.125,0.375,"(1, 21)"
1514,-88.125,0.625,"(2, 21)"
1515,-88.125,0.875,"(3, 21)"
1516,-88.125,1.125,"(4, 21)"
1517,-88.125,1.375,"(5, 21)"
1518,-88.125,1.625,"(6, 21)"
1519,-88.125,1.875,"(7, 21)"
1520,-88.125,2.125,"(8, 21)"
1521,-88.125,2.375,"(9, 21)"
1522,-88.125,2.625,"(10, 21)"
1523,-88.125,2.875,"(11, 21)"
1524,-88.125,3.125,"(12, 21)"
1525,-88.125,3.375,"(13, 21)"
1526,-88.125,3.625,"(14, 21)"
1527,-88.125,3.875,"(15, 21)"
1528,-88.125,4.125,"(16, 21)"
1529,-88.125,4.375,"(17, 21)"
1530,-88.125,4.625,"(18, 21)"
1531,-88.125,4.875,"(19, 21)"
1532,-88.125,5.125,"(20, 21)"
1533,-88.125,5.375,"(21, 21)"
1534,-88.125,5.625,"(22, 21)"
1535,-88.125,5.875,"(23, 21)"
1536,-88.125,6.125,"(24, 21)"
1537,-88.125,6.375,"(25, 21)"
1538,-88.125,6.625,"(26, 21)"
1539,-88.125,6.875,"(27, 21)"
1540,-88.125,7.125,"(28, 21)"
1541,-88.125,7.375,"(29, 21)"
1542,-88.125,7.625,"(30, 21)"
1543,-88.125,7.875,"(31, 21)"
1544,-88.125,8.125,"(32, 21)"
1545,-88.125,8.375,"(33, 21)"
1546,-88.125,8.625,"(34, 21)"
1547,-88.125,8.875,"(35, 21)"
1548,-88.125,9.125,"(36, 21)"
1549,-88.125,9.375,"(37, 21)"
1550,-88.125,9.625,"(38, 21)"
1551,-88.125,9.875,"(39, 21)"
1552,-88.125,10.125,"(40, 21)"
1553,-88.125,10.375,"(41, 21)"
1554,-88.125,10.625,"(42, 21)"
1555,-88.125,10.875,"(43, 21)"
1556,-88.125,11.125,"(44, 21)"
1557,-88.125,11.375,"(45, 21)"
1558,-88.125,11.625,"(46, 21)"
1559,-88.125,11.875,"(47, 21)"
1560,-88.125,12.125,"(48, 21)"
1561,-88.125,12.375,"(49, 21)"
1562,-88.125,12.625,"(50, 21)"
1563,-88.125,12.875,"(51, 21)"
1564,-88.125,13.125,"(52, 21)"
1565,-88.125,13.375,"(53, 21)"
1566,-88.125,13.625,"(54, 21)"
1567,-88.125,13.875,"(55, 21)"
1568,-88.125,14.125,"(56, 21)"
1569,-88.125,14.375,"(57, 21)"
1570,-88.125,14.625,"(58, 21)"
1571,-88.125,14.875,"(59, 21)"
1572,-88.125,15.125,"(60, 21)"
1573,-88.125,15.375,"(61, 21)"
1574,-88.125,15.625,"(62, 21)"
1575,-88.125,15.875,"(63, 21)"
1576,-88.125,16.125,"(64, 21)"
1577,-88.125,16.375,"(65, 21)"
1578,-88.125,16.625,"(66, 21)"
1579,-88.125,16.875,"(67, 21)"
1580,-88.125,17.125,"(68, 21)"
1581,-88.125,17.375,"(69, 21)"
1582,-88.125,17.625,"(70, 21)"
1583,-88.125,17.875,"(71, 21)"
1584,-87.875,0.125,"(0, 22)"
1585,-87.875,0.375,"(1, 22)"
1586,-87.875,0.625,"(2, 22)"
1587,-87.875,0.875,"(3, 22)"
1588,-87.875,1.125,"(4, 22)"
1589,-87.875,1.375,"(5, 22)"
1590,-87.875,1.625,"(6, 22)"
1591,-87.875,1.875,"(7, 22)"
1592,-87.875,2.125,"(8, 22)"
1593,-87.875,2.375,"(9, 22)"
1594,-87.875,2.625,"(10, 22)"
1595,-87.875,2.875,"(11, 22)"
1596,-87.875,3.125,"(12, 22)"
1597,-87.875,3.375,"(13, 22)"
1598,-87.875,3.625,"(14, 22)"
1599,-87.875,3.875,"(15, 22)"
1600,-87.875,4.125,"(16, 22)"
1601,-87.875,4.375,"(17, 22)"
1602,-87.875,4.625,"(18, 22)"
1603,-87.875,4.875,"(19, 22)"
1604,-87.875,5.125,"(20, 22)"
1605,-87.875,5.375,"(21, 22)"
1606,-87.875,5.625,"(22, 22)"
1607,-87.875,5.875,"(23, 22)"
1608,-87.875,6.125,"(24, 22)"
1609,-87.875,6.375,"(25, 22)"
1610,-87.875,6.625,"(26, 22)"
1611,-87.875,6.875,"(27, 22)"
1612,-87.875,7.125,"(28, 22)"
1613,-87.875,7.375,"(29, 22)"
1614,-87.875,7.625,"(30, 22)"
1615,-87.875,7.875,"(31, 22)"
1616,-87.875,8.125,"(32, 22)"
1617,-87.875,8.375,"(33, 22)"
1618,-87.875,8.625,"(34, 22)"
1619,-87.875,8.875,"(35, 22)"
1620,-87.875,9.125,"(36, 22)"
1621,-87.875,9.375,"(37, 22)"
1622,-87.875,9.625,"(38, 22)"
1623,-87.875,9.875,"(39, 22)"
1624,-87.875,10.125,"(40, 22)"
1625,-87.875,10.375,"(41, 22)"
1626,-87.875,10.625,"(42, 22)"
1627,-87.875,10.875,"(43, 22)"
1628,-87.875,11.125,"(44, 22)"
1629,-87.875,11.375,"(45, 22)"
1630,-87.875,11.625,"(46, 22)"
1631,-87.875,11.875,"(47, 22)"
1632,-87.875,12.125,"(48, 22)"
1633,-87.875,12.375,"(49, 22)"
1634,-87.875,12.625,"(50, 22)"
1635,-87.875,12.875,"(51, 22)"
1636,-87.875,13.125,"(52, 22)"
1637,-87.875,13.375,"(53, 22)"
1638,-87.875,13.625,"(54, 22)"
1639,-87.875,13.875,"(55, 22)"
1640,-87.875,14.125,"(56, 22)"
1641,-87.875,14.375,"(57, 22)"
1642,-87.875,14.625,"(58, 22)"
1643,-87.875,14.875,"(59, 22)"
1644,-87.875,15.125,"(60, 22)"
1645,-87.875,15.375,"(61, 22)"
1646,-87.875,15.625,"(62, 22)"
1647,-87.875,15.875,"(63, 22)"
1648,-87.875,16.125,"(64, 22)"
1649,-87.875,16.375,"(65, 22)"
1650,-87.875,16.625,"(66, 22)"
1651,-87.875,16.875,"(67, 22)"
1652,-87.875,17.125,"(68, 22)"
1653,-87.875,17.375,"(69, 22)"
1654,-87.875,17.625,"(70, 22)"
1655,-87.875,17.875,"(71, 22)"
1656,-87.625,0.125,"(0, 23)"
1657,-87.625,0.375,"(1, 23)"
1658,-87.625,0.625,"(2, 23)"
1659,-87.625,0.875,"(3, 23)"
1660,-87.625,1.125,"(4, 23)"
1661,-87.625,1.375,"(5, 23)"
1662,-87.625,1.625,"(6, 23)"
1663,-87.625,1.875,"(7, 23)"
1664,-87.625,2.125,"(8, 23)"
1665,-87.625,2.375,"(9, 23)"
1666,-87.625,2.625,"(10, 23)"
1667,-87.625,2.875,"(11, 23)"
1668,-87.625,3.125,"(12, 23)"
1669,-87.625,3.375,"(13, 23)"
1670,-87.625,3.625,"(14, 23)"
1671,-87.625,3.875,"(15, 23)"
1672,-87.625,4.125,"(16, 23)"
1673,-87.625,4.375,"(17, 23)"
1674,-87.625,4.625,"(18, 23)"
1675,-87.625,4.875,"(19, 23)"
1676,-87.625,5.125,"(20, 23)"
1677,-87.625,5.375,"(21, 23)"
1678,-87.625,5.625,"(22, 23)"
1679,-87.625,5.875,"(23, 23)"
1680,-87.625,6.125,"(24, 23)"
1681,-87.625,6.375,"(25, 23)"
1682,-87.625,6.625,"(26, 23)"
1683,-87.625,6.875,"(27, 23)"
1684,-87.625,7.125,"(28, 23)"
1685,-87.625,7.375,"(29, 23)"
1686,-87.625,7.625,"(30, 23)"
1687,-87.625,7.875,"(31, 23)"
1688,-87.625,8.125,"(32, 23)"
1689,-87.625,8.375,"(33, 23)"
1690,-87.625,8.625,"(34, 23)"
1691,-87.625,8.875,"(35, 23)"
1692,-87.625,9.125,"(36, 23)"
1693,-87.625,9.375,"(37, 23)"
1694,-87.625,9.625,"(38, 23)"
1695,-87.625,9.875,"(39, 23)"
1696,-87.625,10.125,"(40, 23)"
1697,-87.625,10.375,"(41, 23)"
1698,-87.625,10.625,"(42, 23)"
1699,-87.625,10.875,"(43, 23)"
1700,-87.625,11.125,"(44, 23)"
1701,-87.625,11.375,"(45, 23)"
1702,-87.625,11.625,"(46, 23)"
1703,-87.625,11.875,"(47, 23)"
1704,-87.625,12.125,"(48, 23)"
1705,-87.625,12.375,"(49, 23)"
1706,-87.625,12.625,"(50, 23)"
1707,-87.625,12.875,"(51, 23)"
1708,-87.625,13.125,"(52, 23)"
1709,-87.625,13.375,"(53, 23)"
1710,-87.625,13.625,"(54, 23)"
1711,-87.625,13.875,"(55, 23)"
1712,-87.625,14.125,"(56, 23)"
1713,-87.625,14.375,"(57, 23)"
1714,-87.625,14.625,"(58, 23)"
1715,-87.625,14.875,"(59, 23)"
1716,-87.625,15.125,"(60, 23)"
1717,-87.625,15.375,"(61, 23)"
1718,-87.625,15.625,"(62, 23)"
1719,-87.625,15.875,"(63, 23)"
1720,-87.625,16.125,"(64, 23)"
1721,-87.625,16.375,"(65, 23)"
1722,-87.625,16.625,"(66, 23)"
1723,-87.625,16.875,"(67, 23)"
1724,-87.625,17.125,"(68, 23)"
1725,-87.625,17.375,"(69, 23)"
1726,-87.625,17.625,"(70, 23)"
1727,-87.625,17.875,"(71, 23)"
1728,-87.375,0.125,"(0, 24)"
1729,-87.375,0.375,"(1, 24)"
1730,-87.375,0.625,"(2, 24)"
1731,-87.375,0.875,"(3, 24)"
1732,-87.375,1.125,"(4, 24)"
1733,-87.375,1.375,"(5, 24)"
1734,-87.375,1.625,"(6, 24)"
1735,-87.375,1.875,"(7, 24)"
1736,-87.375,2.125,"(8, 24)"
1737,-87.375,2.375,"(9, 24)"
1738,-87.375,2.625,"(10, 24)"
1739,-87.375,2.875,"(11, 24)"
1740,-87.375,3.125,"(12, 24)"
1741,-87.375,3.375,"(13, 24)"
1742,-87.375,3.625,"(14, 24)"
1743,-87.375,3.875,"(15, 24)"
1744,-87.375,4.125,"(16, 24)"
1745,-87.375,4.375,"(17, 24)"
1746,-87.375,4.625,"(18, 24)"
1747,-87.375,4.875,"(19, 24)"
1748,-87.375,5.125,"(20, 24)"
1749,-87.375,5.375,"(21, 24)"
1750,-87.375,5.625,"(22, 24)"
1751,-87.375,5.875,"(23, 24)"
1752,-87.375,6.125,"(24, 24)"
1753,-87.375,6.375,"(25, 24)"
1754,-87.375,6.625,"(26, 24)"
1755,-87.375,6.875,"(27, 24)"
1756,-87.375,7.125,"(28, 24)"
1757,-87.375,7.375,"(29, 24)"
1758,-87.375,7.625,"(30, 24)"
1759,-87.375,7.875,"(31, 24)"
1760,-87.375,8.125,"(32, 24)"
1761,-87.375,8.375,"(33, 24)"
1762,-87.375,8.625,"(34, 24)"
1763,-87.375,8.875,"(35, 24)"
1764,-87.375,9.125,"(36, 24)"
1765,-87.375,9.375,"(37, 24)"
1766,-87.375,9.625,"(38, 24)"
1767,-87.375,9.875,"(39, 24)"
1768,-87.375,10.125,"(40, 24)"
1769,-87.375,10.375,"(41, 24)"
1770,-87.375,10.625,"(42, 24)"
1771,-87.375,10.875,"(43, 24)"
1772,-87.375,11.125,"(44, 24)"
1773,-87.375,11.375,"(45, 24)"
1774,-87.375,11.625,"(46, 24)"
1775,-87.375,11.875,"(47, 24)"
1776,-87.375,12.125,"(48, 24)"
1777,-87.375,12.375,"(49, 24)"
1778,-87.375,12.625,"(50, 24)"
1779,-87.375,12.875,"(51, 24)"
1780,-87.375,13.125,"(52, 24)"
1781,-87.375,13.375,"(53, 24)"
1782,-87.375,13.625,"(54, 24)"
1783,-87.375,13.875,"(55, 24)"
1784,-87.375,14.125,"(56, 24)"
1785,-87.375,14.375,"(57, 24)"
1786,-87.375,14.625,"(58, 24)"
1787,-87.375,14.875,"(59, 24)"
1788,-87.375,15.125,"(60, 24)"
1789,-87.375,15.375,"(61, 24)"
1790,-87.375,15.625,"(62, 24)"
1791,-87.375,15.875,"(63, 24)"
1792,-87.375,16.125,"(64, 24)"
1793,-87.375,16.375,"(65, 24)"
1794,-87.375,16.625,"(66, 24)"
1795,-87.375,16.875,"(67, 24)"
1796,-87.375,17.125,"(68, 24)"
1797,-87.375,17.375,"(69, 24)"
1798,-87.375,17.625,"(70, 24)"
1799,-87.375,17.875,"(71, 24)"
1800,-87.125,0.125,"(0, 25)"
1801,-87.125,0.375,"(1, 25)"
1802,-87.125,0.625,"(2, 25)"
1803,-87.125,0.875,"(3, 25)"
1804,-87.125,1.125,"(4, 25)"
1805,-87.125,1.375,"(5, 25)"
1806,-87.125,1.625,"(6, 25)"
1807,-87.125,1.875,"(7, 25)"
1808,-87.125,2.125,"(8, 25)"
1809,-87.125,2.375,"(9, 25)"
1810,-87.125,2.625,"(10, 25)"
1811,-87.125,2.875,"(11, 25)"
1812,-87.125,3.125,"(12, 25)"
1813,-87.125,3.375,"(13, 25)"
1814,-87.125,3.625,"(14, 25)"
1815,-87.125,3.875,"(15, 25)"
1816,-87.125,4.125,"(16, 25)"
1817,-87.125,4.375,"(17, 25)"
1818,-87.125,4.625,"(18, 25)"
1819,-87.125,4.875,"(19, 25)"
1820,-87.125,5.125,"(20, 25)"
1821,-87.125,5.375,"(21, 25)"
1822,-87.125,5.625,"(22, 25)"
1823,-87.125,5.875,"(23, 25)"
1824,-87.125,6.125,"(24, 25)"
1825,-87.125,6.375,"(25, 25)"
1826,-87.125,6.625,"(26, 25)"
1827,-87.125,6.875,"(27, 25)"
1828,-87.125,7.125,"(28, 25)"
1829,-87.125,7.375,"(29, 25)"
1830,-87.125,7.625,"(30, 25)"
1831,-87.125,7.875,"(31, 25)"
1832,-87.125,8.125,"(32, 25)"
1833,-87.125,8.375,"(33, 25)"
1834,-87.125,8.625,"(34, 25)"
1835,-87.125,8.875,"(35, 25)"
1836,-87.125,9.125,"(36, 25)"
1837,-87.125,9.375,"(37, 25)"
1838,-87.125,9.625,"(38, 25)"
1839,-87.125,9.875,"(39, 25)"
1840,-87.125,10.125,"(40, 25)"
1841,-87.125,10.375,"(41, 25)"
1842,-87.125,10.625,"(42, 25)"
1843,-87.125,10.875,"(43, 25)"
1844,-87.125,11.125,"(44, 25)"
1845,-87.125,11.375,"(45, 25)"
1846,-87.125,11.625,"(46, 25)"
1847,-87.125,11.875,"(47, 25)"
1848,-87.125,12.125,"(48, 25)"
1849,-87.125,12.375,"(49, 25)"
1850,-87.125,12.625,"(50, 25)"
1851,-87.125,12.875,"(51, 25)"
1852,-87.125,13.125,"(52, 25)"
1853,-87.125,13.375,"(53, 25)"
1854,-87.125,13.625,"(54, 25)"
1855,-87.125,13.875,"(55, 25)"
1856,-87.125,14.125,"(56, 25)"
1857,-87.125,14.375,"(57, 25)"
1858,-87.125,14.625,"(58, 25)"
1859,-87.125,14.875,"(59, 25)"
1860,-87.125,15.125,"(60, 25)"
1861,-87.125,15.375,"(61, 25)"
1862,-87.125,15.625,"(62, 25)"
1863,-87.125,15.875,"(63, 25)"
1864,-87.125,16.125,"(64, 25)"
1865,-87.125,16.375,"(65, 25)"
1866,-87.125,16.625,"(66, 25)"
1867,-87.125,16.875,"(67, 25)"
1868,-87.125,17.125,"(68, 25)"
1869,-87.125,17.375,"(69, 25)"
1870,-87.125,17.625,"(70, 25)"
1871,-87.125,17.875,"(71, 25)"
1872,-86.875,0.125,"(0, 26)"
1873,-86.875,0.375,"(1, 26)"
1874,-86.875,0.625,"(2, 26)"
1875,-86.875,0.875,"(3, 26)"
1876,-86.875,1.125,"(4, 26)"
1877,-86.875,1.375,"(5, 26)"
1878,-86.875,1.625,"(6, 26)"
1879,-86.875,1.875,"(7, 26)"
1880,-86.875,2.125,"(8, 26)"
1881,-86.875,2.375,"(9, 26)"
1882,-86.875,2.625,"(10, 26)"
1883,-86.875,2.875,"(11, 26)"
1884,-86.875,3.125,"(12, 26)"
1885,-86.875,3.375,"(13, 26)"
1886,-86.875,3.625,"(14, 26)"
1887,-86.875,3.875,"(15, 26)"
1888,-86.875,4.125,"(16, 26)"
1889,-86.875,4.375,"(17, 26)"
1890,-86.875,4.625,"(18, 26)"
1891,-86.875,4.875,"(19, 26)"
1892,-86.875,5.125,"(20, 26)"
1893,-86.875,5.375,"(21, 26)"
1894,-86.875,5.625,"(22, 26)"
1895,-86.875,5.875,"(23, 26)"
1896,-86.875,6.125,"(24, 26)"
1897,-86.875,6.375,"(25, 26)"
1898,-86.875,6.625,"(26, 26)"
1899,-86.875,6.875,"(27, 26)"
1900,-86.875,7.125,"(28, 26)"
1901,-86.875,7.375,"(29, 26)"
1902,-86.875,7.625,"(30, 26)"
1903,-86.875,7.875,"(31, 26)"
1904,-86.875,8.125,"(32, 26)"
1905,-86.875,8.375,"(33, 26)"
1906,-86.875,8.625,"(34, 26)"
1907,-86.875,8.875,"(35, 26)"
1908,-86.875,9.125,"(36, 26)"
1909,-86.875,9.375,"(37, 26)"
1910,-86.875,9.625,"(38, 26)"
1911,-86.875,9.875,"(39, 26)"
1912,-86.875,10.125,"(40, 26)"
1913,-86.875,10.375,"(41, 26)"
1914,-86.875,10.625,"(42, 26)"
1915,-86.875,10.875,"(43, 26)"
1916,-86.875,11.125,"(44, 26)"
1917,-86.875,11.375,"(45, 26)"
1918,-86.875,11.625,"(46, 26)"
1919,-86.875,11.875,"(47, 26)"
1920,-86.875,12.125,"(48, 26)"
1921,-86.875,12.375,"(49, 26)"
1922,-86.875,12.625,"(50, 26)"
1923,-86.875,12.875,"(51, 26)"
1924,-86.875,13.125,"(52, 26)"
1925,-86.875,13.375,"(53, 26)"
1926,-86.875,13.625,"(54, 26)"
1927,-86.875,13.875,"(55, 26)"
1928,-86.875,14.125,"(56, 26)"
1929,-86.875,14.375,"(57, 26)"
1930,-86.875,14.625,"(58, 26)"
1931,-86.875,14.875,"(59, 26)"
1932,-86.875,15.125,"(60, 26)"
1933,-86.875,15.375,"(61, 26)"
1934,-86.875,15.625,"(62, 26)"
1935,-86.875,15.875,"(63, 26)"
1936,-86.875,16.125,"(64, 26)"
1937,-86.875,16.375,"(65, 26)"
1938,-86.875,16.625,"(66, 26)"
1939,-86.875,16.875,"(67, 26)"
1940,-86.875,17.125,"(68, 26)"
1941,-86.875,17.375,"(69, 26)"
1942,-86.875,17.625,"(70, 26)"
1943,-86.875,17.875,"(71, 26)"
1944,-86.625,0.125,"(0, 27)"
1945,-86.625,0.375,"(1, 27)"
1946,-86.625,0.625,"(2, 27)"
1947,-86.625,0.875,"(3, 27)"
1948,-86.625,1.125,"(4, 27)"
1949,-86.625,1.375,"(5, 27)"
1950,-86.625,1.625,"(6, 27)"
1951,-86.625,1.875,"(7, 27)"
1952,-86.625,2.125,"(8, 27)"
1953,-86.625,2.375,"(9, 27)"
1954,-86.625,2.625,"(10, 27)"
1955,-86.625,2.875,"(11, 27)"
1956,-86.625,3.125,"(12, 27)"
1957,-86.625,3.375,"(13, 27)"
1958,-86.625,3.625,"(14, 27)"
1959,-86.625,3.875,"(15, 27)"
1960,-86.625,4.125,"(16, 27)"
1961,-86.625,4.375,"(17, 27)"
1962,-86.625,4.625,"(18, 27)"
1963,-86.625,4.875,"(19, 27)"
1964,-86.625,5.125,"(20, 27)"
1965,-86.625,5.375,"(21, 27)"
1966,-86.625,5.625,"(22, 27)"
1967,-86.625,5.875,"(23, 27)"
1968,-86.625,6.125,"(24, 27)"
1969,-86.625,6.375,"(25, 27)"
1970,-86.625,6.625,"(26, 27)"
1971,-86.625,6.875,"(27, 27)"
1972,-86.625,7.125,"(28, 27)"
1973,-86.625,7.375,"(29, 27)"
1974,-86.625,7.625,"(30, 27)"
1975,-86.625,7.875,"(31, 27)"
1976,-86.625,8.125,"(32, 27)"
1977,-86.625,8.375,"(33, 27)"
1978,-86.625,8.625,"(34, 27)"
1979,-86.625,8.875,"(35, 27)"
1980,-86.625,9.125,"(36, 27)"
1981,-86.625,9.375,"(37, 27)"
1982,-86.625,9.625,"(38, 27)"
1983,-86.625,9.875,"(39, 27)"
1984,-86.625,10.125,"(40, 27)"
1985,-86.625,10.375,"(41, 27)"
1986,-86.625,10.625,"(42, 27)"
1987,-86.625,10.875,"(43, 27)"
1988,-86.625,11.125,"(44, 27)"
1989,-86.625,11.375,"(45, 27)"
1990,-86.625,11.625,"(46, 27)"
1991,-86.625,11.875,"(47, 27)"
1992,-86.625,12.125,"(48, 27)"
1993,-86.625,12.375,"(49, 27)"
1994,-86.625,12.625,"(50, 27)"
1995,-86.625,12.875,"(51, 27)"
1996,-86.625,13.125,"(52, 27)"
1997,-86.625,13.375,"(53, 27)"
1998,-86.625,13.625,"(54, 27)"
1999,-86.625,13.875,"(55, 27)"
2000,-86.625,14.125,"(56, 27)"
2001,-86.625,14.375,"(57, 27)"
2002,-86.625,14.625,"(58, 27)"
2003,-86.625,14.875,"(59, 27)"
2004,-86.625,15.125,"(60, 27)"
2005,-86.625,15.375,"(61, 27)"
2006,-86.625,15.625,"(62, 27)"
2007,-86.625,15.875,"(63, 27)"
2008,-86.625,16.125,"(64, 27)"
2009,-86.625,16.375,"(65, 27)"
2010,-86.625,16.625,"(66, 27)"
2011,-86.625,16.875,"(67, 27)"
2012,-86.625,17.125,"(68, 27)"
2013,-86.625,17.375,"(69, 27)"
2014,-86.625,17.625,"(70, 27)"
2015,-86.625,17.875,"(71, 27)"
2016,-86.375,0.125,"(0, 28)"
2017,-86.375,0.375,"(1, 28)"
2018,-86.375,0.625,"(2, 28)"
2019,-86.375,0.875,"(3, 28)"
2020,-86.375,1.125,"(4, 28)"
2021,-86.375,1.375,"(5, 28)"
2022,-86.375,1.625,"(6, 28)"
2023,-86.375,1.875,"(7, 28)"
2024,-86.375,2.125,"(8, 28)"
2025,-86.375,2.375,"(9, 28)"
2026,-86.375,2.625,"(10, 28)"
2027,-86.375,2.875,"(11, 28)"
2028,-86.375,3.125,"(12, 28)"
2029,-86.375,3.375,"(13, 28)"
2030,-86.375,3.625,"(14, 28)"
2031,-86.375,3.875,"(15, 28)"
2032,-86.375,4.125,"(16, 28)"
2033,-86.375,4.375,"(17, 28)"
2034,-86.375,4.625,"(18, 28)"
2035,-86.375,4.875,"(19, 28)"
2036,-86.375,5.125,"(20, 28)"
2037,-86.375,5.375,"(21, 28)"
2038,-86.375,5.625,"(22, 28)"
2039,-86.375,5.875,"(23, 28)"
