,geometry
1703,POINT (-87.625 11.875)
1704,POINT (-87.625 12.125)
1705,POINT (-87.625 12.375)
1706,POINT (-87.625 12.625)
1707,POINT (-87.625 12.875)
1708,POINT (-87.625 13.125)
1709,POINT (-87.625 13.375)
1710,POINT (-87.625 13.625)
1711,POINT (-87.625 13.875)
1712,POINT (-87.625 14.125)
1713,POINT (-87.625 14.375)
1714,POINT (-87.625 14.625)
1715,POINT (-87.625 14.875)
1716,POINT (-87.625 15.125)
1717,POINT (-87.625 15.375)
1718,POINT (-87.625 15.625)
1719,POINT (-87.625 15.875)
1720,POINT (-87.625 16.125)
1721,POINT (-87.625 16.375)
1722,POINT (-87.625 16.625)
1723,POINT (-87.625 16.875)
1724,POINT (-87.625 17.125)
1725,POINT (-87.625 17.375)
1726,POINT (-87.625 17.625)
1727,POINT (-87.625 17.875)
1728,POINT (-87.375 0.125)
1729,POINT (-87.375 0.375)
1730,POINT (-87.375 0.625)
1731,POINT (-87.375 0.875)
1732,POINT (-87.375 1.125)
1733,POINT (-87.375 1.375)
1734,POINT (-87.375 1.625)
1735,POINT (-87.375 1.875)
1736,POINT (-87.375 2.125)
1737,POINT (-87.375 2.375)
1738,POINT (-87.375 2.625)
1739,POINT (-87.375 2.875)
1740,POINT (-87.375 3.125)
1741,POINT (-87.375 3.375)
1742,POINT (-87.375 3.625)
1743,POINT (-87.375 3.875)
1744,POINT (-87.375 4.125)
1745,POINT (-87.375 4.375)
1746,POINT (-87.375 4.625)
1747,POINT (-87.375 4.875)
1748,POINT (-87.375 5.125)
1749,POINT (-87.375 5.375)
1750,POINT (-87.375 5.625)
1751,POINT (-87.375 5.875)
1752,POINT (-87.375 6.125)
1753,POINT (-87.375 6.375)
1754,POINT (-87.375 6.625)
1755,POINT (-87.375 6.875)
1756,POINT (-87.375 7.125)
1757,POINT (-87.375 7.375)
1758,POINT (-87.375 7.625)
1759,POINT (-87.375 7.875)
1760,POINT (-87.375 8.125)
1761,POINT (-87.375 8.375)
1762,POINT (-87.375 8.625)
1763,POINT (-87.375 8.875)
1764,POINT (-87.375 9.125)
1765,POINT (-87.375 9.375)
1766,POINT (-87.375 9.625)
1767,POINT (-87.375 9.875)
1768,POINT (-87.375 10.125)
1769,POINT (-87.375 10.375)
1770,POINT (-87.375 10.625)
1771,POINT (-87.375 10.875)
1772,POINT (-87.375 11.125)
1773,POINT (-87.375 11.375)
1774,POINT (-87.375 11.625)
1775,POINT (-87.375 11.875)
1776,POINT (-87.375 12.125)
1777,POINT (-87.375 12.375)
1778,POINT (-87.375 12.625)
1779,POINT (-87.375 12.875)
1780,POINT (-87.375 13.125)
1781,POINT (-87.375 13.375)
1782,POINT (-87.375 13.625)
1783,POINT (-87.375 13.875)
1784,POINT (-87.375 14.125)
1785,POINT (-87.375 14.375)
1786,POINT (-87.375 14.625)
1787,POINT (-87.375 14.875)
1788,POINT (-87.375 15.125)
1789,POINT (-87.375 15.375)
1790,POINT (-87.375 15.625)
1791,POINT (-87.375 15.875)
1792,POINT (-87.375 16.125)
1793,POINT (-87.375 16.375)
1794,POINT (-87.375 16.625)
1795,POINT (-87.375 16.875)
1796,POINT (-87.375 17.125)
1797,POINT (-87.375 17.375)
1798,POINT (-87.375 17.625)
1799,POINT (-87.375 17.875)
1800,POINT (-87.125 0.125)
1801,POINT (-87.125 0.375)
1802,POINT (-87.125 0.625)
1803,POINT (-87.125 0.875)
1804,POINT (-87.125 1.125)
1805,POINT (-87.125 1.375)
1806,POINT (-87.125 1.625)
1807,POINT (-87.125 1.875)
1808,POINT (-87.125 2.125)
1809,POINT (-87.125 2.375)
1810,POINT (-87.125 2.625)
1811,POINT (-87.125 2.875)
1812,POINT (-87.125 3.125)
1813,POINT (-87.125 3.375)
1814,POINT (-87.125 3.625)
1815,POINT (-87.125 3.875)
1816,POINT (-87.125 4.125)
1817,POINT (-87.125 4.375)
1818,POINT (-87.125 4.625)
1819,POINT (-87.125 4.875)
1820,POINT (-87.125 5.125)
1821,POINT (-87.125 5.375)
1822,POINT (-87.125 5.625)
1823,POINT (-87.125 5.875)
1824,POINT (-87.125 6.125)
1825,POINT (-87.125 6.375)
1826,POINT (-87.125 6.625)
1827,POINT (-87.125 6.875)
1828,POINT (-87.125 7.125)
1829,POINT (-87.125 7.375)
1830,POINT (-87.125 7.625)
1831,POINT (-87.125 7.875)
1832,POINT (-87.125 8.125)
1833,POINT (-87.125 8.375)
1834,POINT (-87.125 8.625)
1835,POINT (-87.125 8.875)
1836,POINT (-87.125 9.125)
1837,POINT (-87.125 9.375)
1838,POINT (-87.125 9.625)
1839,POINT (-87.125 9.875)
1840,POINT (-87.125 10.125)
1841,POINT (-87.125 10.375)
1842,POINT (-87.125 10.625)
1843,POINT (-87.125 10.875)
1844,POINT (-87.125 11.125)
1845,POINT (-87.125 11.375)
1846,POINT (-87.125 11.625)
1847,POINT (-87.125 11.875)
1848,POINT (-87.125 12.125)
1849,POINT (-87.125 12.375)
1850,POINT (-87.125 12.625)
1851,POINT (-87.125 12.875)
1852,POINT (-87.125 13.125)
1853,POINT (-87.125 13.375)
1854,POINT (-87.125 13.625)
1855,POINT (-87.125 13.875)
1856,POINT (-87.125 14.125)
1857,POINT (-87.125 14.375)
1858,POINT (-87.125 14.625)
1859,POINT (-87.125 14.875)
1860,POINT (-87.125 15.125)
1861,POINT (-87.125 15.375)
1862,POINT (-87.125 15.625)
1863,POINT (-87.125 15.875)
1864,POINT (-87.125 16.125)
1865,POINT (-87.125 16.375)
1866,POINT (-87.125 16.625)
1867,POINT (-87.125 16.875)
1868,POINT (-87.125 17.125)
1869,POINT (-87.125 17.375)
1870,POINT (-87.125 17.625)
1871,POINT (-87.125 17.875)
1872,POINT (-86.875 0.125)
1873,POINT (-86.875 0.375)
1874,POINT (-86.875 0.625)
1875,POINT (-86.875 0.875)
1876,POINT (-86.875 1.125)
1877,POINT (-86.875 1.375)
1878,POINT (-86.875 1.625)
1879,POINT (-86.875 1.875)
1880,POINT (-86.875 2.125)
1881,POINT (-86.875 2.375)
1882,POINT (-86.875 2.625)
1883,POINT (-86.875 2.875)
1884,POINT (-86.875 3.125)
1885,POINT (-86.875 3.375)
1886,POINT (-86.875 3.625)
1887,POINT (-86.875 3.875)
1888,POINT (-86.875 4.125)
1889,POINT (-86.875 4.375)
1890,POINT (-86.875 4.625)
1891,POINT (-86.875 4.875)
1892,POINT (-86.875 5.125)
1893,POINT (-86.875 5.375)
1894,POINT (-86.875 5.625)
1895,POINT (-86.875 5.875)
1896,POINT (-86.875 6.125)
1897,POINT (-86.875 6.375)
1898,POINT (-86.875 6.625)
1899,POINT (-86.875 6.875)
1900,POINT (-86.875 7.125)
1901,POINT (-86.875 7.375)
1902,POINT (-86.875 7.625)
1903,POINT (-86.875 7.875)
1904,POINT (-86.875 8.125)
1905,POINT (-86.875 8.375)
1906,POINT (-86.875 8.625)
1907,POINT (-86.875 8.875)
1908,POINT (-86.875 9.125)
1909,POINT (-86.875 9.375)
1910,POINT (-86.875 9.625)
1911,POINT (-86.875 9.875)
1912,POINT (-86.875 10.125)
1913,POINT (-86.875 10.375)
1914,POINT (-86.875 10.625)
1915,POINT (-86.875 10.875)
1916,POINT (-86.875 11.125)
1917,POINT (-86.875 11.375)
1918,POINT (-86.875 11.625)
1919,POINT (-86.875 11.875)
1920,POINT (-86.875 12.125)
1921,POINT (-86.875 12.375)
1922,POINT (-86.875 12.625)
1923,POINT (-86.875 12.875)
1924,POINT (-86.875 13.125)
1925,POINT (-86.875 13.375)
1926,POINT (-86.875 13.625)
1927,POINT (-86.875 13.875)
1928,POINT (-86.875 14.125)
1929,POINT (-86.875 14.375)
1930,POINT (-86.875 14.625)
1931,POINT (-86.875 14.875)
1932,POINT (-86.875 15.125)
1933,POINT (-86.875 15.375)
1934,POINT (-86.875 15.625)
1935,POINT (-86.875 15.875)
1936,POINT (-86.875 16.125)
1937,POINT (-86.875 16.375)
1938,POINT (-86.875 16.625)
1939,POINT (-86.875 16.875)
1940,POINT (-86.875 17.125)
1941,POINT (-86.875 17.375)
1942,POINT (-86.875 17.625)
1943,POINT (-86.875 17.875)
1944,POINT (-86.625 0.125)
1945,POINT (-86.625 0.375)
1946,POINT (-86.625 0.625)
1947,POINT (-86.625 0.875)
1948,POINT (-86.625 1.125)
1949,POINT (-86.625 1.375)
1950,POINT (-86.625 1.625)
1951,POINT (-86.625 1.875)
1952,POINT (-86.625 2.125)
1953,POINT (-86.625 2.375)
1954,POINT (-86.625 2.625)
1955,POINT (-86.625 2.875)
1956,POINT (-86.625 3.125)
1957,POINT (-86.625 3.375)
1958,POINT (-86.625 3.625)
1959,POINT (-86.625 3.875)
1960,POINT (-86.625 4.125)
1961,POINT (-86.625 4.375)
1962,POINT (-86.625 4.625)
1963,POINT (-86.625 4.875)
1964,POINT (-86.625 5.125)
1965,POINT (-86.625 5.375)
1966,POINT (-86.625 5.625)
1967,POINT (-86.625 5.875)
1968,POINT (-86.625 6.125)
1969,POINT (-86.625 6.375)
1970,POINT (-86.625 6.625)
1971,POINT (-86.625 6.875)
1972,POINT (-86.625 7.125)
1973,POINT (-86.625 7.375)
1974,POINT (-86.625 7.625)
1975,POINT (-86.625 7.875)
1976,POINT (-86.625 8.125)
1977,POINT (-86.625 8.375)
1978,POINT (-86.625 8.625)
1979,POINT (-86.625 8.875)
1980,POINT (-86.625 9.125)
1981,POINT (-86.625 9.375)
1982,POINT (-86.625 9.625)
1983,POINT (-86.625 9.875)
1984,POINT (-86.625 10.125)
1985,POINT (-86.625 10.375)
1986,POINT (-86.625 10.625)
1987,POINT (-86.625 10.875)
1988,POINT (-86.625 11.125)
1989,POINT (-86.625 11.375)
1990,POINT (-86.625 11.625)
1991,POINT (-86.625 11.875)
1992,POINT (-86.625 12.125)
1993,POINT (-86.625 12.375)
1994,POINT (-86.625 12.625)
1995,POINT (-86.625 12.875)
1996,POINT (-86.625 13.125)
1997,POINT (-86.625 13.375)
1998,POINT (-86.625 13.625)
1999,POINT (-86.625 13.875)
2000,POINT (-86.625 14.125)
2001,POINT (-86.625 14.375)
2002,POINT (-86.625 14.625)
2003,POINT (-86.625 14.875)
2004,POINT (-86.625 15.125)
2005,POINT (-86.625 15.375)
2006,POINT (-86.625 15.625)
2007,POINT (-86.625 15.875)
2008,POINT (-86.625 16.125)
2009,POINT (-86.625 16.375)
2010,POINT (-86.625 16.625)
2011,POINT (-86.625 16.875)
2012,POINT (-86.625 17.125)
2013,POINT (-86.625 17.375)
2014,POINT (-86.625 17.625)
2015,POINT (-86.625 17.875)
2016,POINT (-86.375 0.125)
2017,POINT (-86.375 0.375)
2018,POINT (-86.375 0.625)
2019,POINT (-86.375 0.875)
2020,POINT (-86.375 1.125)
2021,POINT (-86.375 1.375)
2022,POINT (-86.375 1.625)
2023,POINT (-86.375 1.875)
2024,POINT (-86.375 2.125)
2025,POINT (-86.375 2.375)
2026,POINT (-86.375 2.625)
2027,POINT (-86.375 2.875)
2028,POINT (-86.375 3.125)
2029,POINT (-86.375 3.375)
2030,POINT (-86.375 3.625)
2031,POINT (-86.375 3.875)
2032,POINT (-86.375 4.125)
2033,POINT (-86.375 4.375)
2034,POINT (-86.375 4.625)
2035,POINT (-86.375 4.875)
2036,POINT (-86.375 5.125)
2037,POINT (-86.375 5.375)
2038,POINT (-86.375 5.625)
2039,POINT (-86.375 5.875)
2040,POINT (-86.375 6.125)
2041,POINT (-86.375 6.375)
2042,POINT (-86.375 6.625)
2043,POINT (-86.375 6.875)
2044,POINT (-86.375 7.125)
2045,POINT (-86.375 7.375)
2046,POINT (-86.375 7.625)
2047,POINT (-86.375 7.875)
2048,POINT (-86.375 8.125)
2049,POINT (-86.375 8.375)
2050,POINT (-86.375 8.625)
2051,POINT (-86.375 8.875)
2052,POINT (-86.375 9.125)
2053,POINT (-86.375 9.375)
2054,POINT (-86.375 9.625)
2055,POINT (-86.375 9.875)
2056,POINT (-86.375 10.125)
2057,POINT (-86.375 10.375)
2058,POINT (-86.375 10.625)
2059,POINT (-86.375 10.875)
2060,POINT (-86.375 11.125)
2061,POINT (-86.375 11.375)
2062,POINT (-86.375 11.625)
2063,POINT (-86.375 11.875)
2064,POINT (-86.375 12.125)
2065,POINT (-86.375 12.375)
2066,POINT (-86.375 12.625)
2067,POINT (-86.375 12.875)
2068,POINT (-86.375 13.125)
2069,POINT (-86.375 13.375)
2070,POINT (-86.375 13.625)
2071,POINT (-86.375 13.875)
2072,POINT (-86.375 14.125)
2073,POINT (-86.375 14.375)
2074,POINT (-86.375 14.625)
2075,POINT (-86.375 14.875)
2076,POINT (-86.375 15.125)
2077,POINT (-86.375 15.375)
2078,POINT (-86.375 15.625)
2079,POINT (-86.375 15.875)
2080,POINT (-86.375 16.125)
2081,POINT (-86.375 16.375)
2082,POINT (-86.375 16.625)
2083,POINT (-86.375 16.875)
2084,POINT (-86.375 17.125)
2085,POINT (-86.375 17.375)
2086,POINT (-86.375 17.625)
2087,POINT (-86.375 17.875)
2088,POINT (-86.125 0.125)
2089,POINT (-86.125 0.375)
2090,POINT (-86.125 0.625)
2091,POINT (-86.125 0.875)
2092,POINT (-86.125 1.125)
2093,POINT (-86.125 1.375)
2094,POINT (-86.125 1.625)
2095,POINT (-86.125 1.875)
2096,POINT (-86.125 2.125)
2097,POINT (-86.125 2.375)
2098,POINT (-86.125 2.625)
2099,POINT (-86.125 2.875)
2100,POINT (-86.125 3.125)
2101,POINT (-86.125 3.375)
2102,POINT (-86.125 3.625)
2103,POINT (-86.125 3.875)
2104,POINT (-86.125 4.125)
2105,POINT (-86.125 4.375)
2106,POINT (-86.125 4.625)
2107,POINT (-86.125 4.875)
2108,POINT (-86.125 5.125)
2109,POINT (-86.125 5.375)
2110,POINT (-86.125 5.625)
2111,POINT (-86.125 5.875)
2112,POINT (-86.125 6.125)
2113,POINT (-86.125 6.375)
2114,POINT (-86.125 6.625)
2115,POINT (-86.125 6.875)
2116,POINT (-86.125 7.125)
2117,POINT (-86.125 7.375)
2118,POINT (-86.125 7.625)
2119,POINT (-86.125 7.875)
2120,POINT (-86.125 8.125)
2121,POINT (-86.125 8.375)
2122,POINT (-86.125 8.625)
2123,POINT (-86.125 8.875)
2124,POINT (-86.125 9.125)
2125,POINT (-86.125 9.375)
2126,POINT (-86.125 9.625)
2127,POINT (-86.125 9.875)
2128,POINT (-86.125 10.125)
2129,POINT (-86.125 10.375)
2130,POINT (-86.125 10.625)
2131,POINT (-86.125 10.875)
2132,POINT (-86.125 11.125)
2133,POINT (-86.125 11.375)
2134,POINT (-86.125 11.625)
2135,POINT (-86.125 11.875)
2136,POINT (-86.125 12.125)
2137,POINT (-86.125 12.375)
2138,POINT (-86.125 12.625)
2139,POINT (-86.125 12.875)
2140,POINT (-86.125 13.125)
2141,POINT (-86.125 13.375)
2142,POINT (-86.125 13.625)
2143,POINT (-86.125 13.875)
2144,POINT (-86.125 14.125)
2145,POINT (-86.125 14.375)
2146,POINT (-86.125 14.625)
2147,POINT (-86.125 14.875)
2148,POINT (-86.125 15.125)
2149,POINT (-86.125 15.375)
2150,POINT (-86.125 15.625)
2151,POINT (-86.125 15.875)
2152,POINT (-86.125 16.125)
2153,POINT (-86.125 16.375)
2154,POINT (-86.125 16.625)
2155,POINT (-86.125 16.875)
2156,POINT (-86.125 17.125)
2157,POINT (-86.125 17.375)
2158,POINT (-86.125 17.625)
2159,POINT (-86.125 17.875)
2160,POINT (-85.875 0.125)
2161,POINT (-85.875 0.375)
2162,POINT (-85.875 0.625)
2163,POINT (-85.875 0.875)
2164,POINT (-85.875 1.125)
2165,POINT (-85.875 1.375)
2166,POINT (-85.875 1.625)
2167,POINT (-85.875 1.875)
2168,POINT (-85.875 2.125)
2169,POINT (-85.875 2.375)
2170,POINT (-85.875 2.625)
2171,POINT (-85.875 2.875)
2172,POINT (-85.875 3.125)
2173,POINT (-85.875 3.375)
2174,POINT (-85.875 3.625)
2175,POINT (-85.875 3.875)
2176,POINT (-85.875 4.125)
2177,POINT (-85.875 4.375)
2178,POINT (-85.875 4.625)
2179,POINT (-85.875 4.875)
2180,POINT (-85.875 5.125)
2181,POINT (-85.875 5.375)
2182,POINT (-85.875 5.625)
2183,POINT (-85.875 5.875)
2184,POINT (-85.875 6.125)
2185,POINT (-85.875 6.375)
2186,POINT (-85.875 6.625)
2187,POINT (-85.875 6.875)
2188,POINT (-85.875 7.125)
2189,POINT (-85.875 7.375)
2190,POINT (-85.875 7.625)
2191,POINT (-85.875 7.875)
2192,POINT (-85.875 8.125)
2193,POINT (-85.875 8.375)
2194,POINT (-85.875 8.625)
2195,POINT (-85.875 8.875)
2196,POINT (-85.875 9.125)
2197,POINT (-85.875 9.375)
2198,POINT (-85.875 9.625)
2199,POINT (-85.875 9.875)
2200,POINT (-85.875 10.125)
2201,POINT (-85.875 10.375)
2202,POINT (-85.875 10.625)
2203,POINT (-85.875 10.875)
2204,POINT (-85.875 11.125)
2205,POINT (-85.875 11.375)
2206,POINT (-85.875 11.625)
2207,POINT (-85.875 11.875)
2208,POINT (-85.875 12.125)
2209,POINT (-85.875 12.375)
2210,POINT (-85.875 12.625)
2211,POINT (-85.875 12.875)
2212,POINT (-85.875 13.125)
2213,POINT (-85.875 13.375)
2214,POINT (-85.875 13.625)
2215,POINT (-85.875 13.875)
2216,POINT (-85.875 14.125)
2217,POINT (-85.875 14.375)
2218,POINT (-85.875 14.625)
2219,POINT (-85.875 14.875)
2220,POINT (-85.875 15.125)
2221,POINT (-85.875 15.375)
2222,POINT (-85.875 15.625)
2223,POINT (-85.875 15.875)
2224,POINT (-85.875 16.125)
2225,POINT (-85.875 16.375)
2226,POINT (-85.875 16.625)
2227,POINT (-85.875 16.875)
2228,POINT (-85.875 17.125)
2229,POINT (-85.875 17.375)
2230,POINT (-85.875 17.625)
2231,POINT (-85.875 17.875)
2232,POINT (-85.625 0.125)
2233,POINT (-85.625 0.375)
2234,POINT (-85.625 0.625)
2235,POINT (-85.625 0.875)
2236,POINT (-85.625 1.125)
2237,POINT (-85.625 1.375)
2238,POINT (-85.625 1.625)
2239,POINT (-85.625 1.875)
2240,POINT (-85.625 2.125)
2241,POINT (-85.625 2.375)
2242,POINT (-85.625 2.625)
2243,POINT (-85.625 2.875)
2244,POINT (-85.625 3.125)
2245,POINT (-85.625 3.375)
2246,POINT (-85.625 3.625)
2247,POINT (-85.625 3.875)
2248,POINT (-85.625 4.125)
2249,POINT (-85.625 4.375)
2250,POINT (-85.625 4.625)
2251,POINT (-85.625 4.875)
2252,POINT (-85.625 5.125)
2253,POINT (-85.625 5.375)
2254,POINT (-85.625 5.625)
2255,POINT (-85.625 5.875)
2256,POINT (-85.625 6.125)
2257,POINT (-85.625 6.375)
2258,POINT (-85.625 6.625)
2259,POINT (-85.625 6.875)
2260,POINT (-85.625 7.125)
2261,POINT (-85.625 7.375)
2262,POINT (-85.625 7.625)
2263,POINT (-85.625 7.875)
2264,POINT (-85.625 8.125)
2265,POINT (-85.625 8.375)
2266,POINT (-85.625 8.625)
2267,POINT (-85.625 8.875)
2268,POINT (-85.625 9.125)
2269,POINT (-85.625 9.375)
2270,POINT (-85.625 9.625)
2271,POINT (-85.625 9.875)
2272,POINT (-85.625 10.125)
2273,POINT (-85.625 10.375)
2274,POINT (-85.625 10.625)
2275,POINT (-85.625 10.875)
2276,POINT (-85.625 11.125)
2277,POINT (-85.625 11.375)
2278,POINT (-85.625 11.625)
2279,POINT (-85.625 11.875)
2280,POINT (-85.625 12.125)
2281,POINT (-85.625 12.375)
2282,POINT (-85.625 12.625)
2283,POINT (-85.625 12.875)
2284,POINT (-85.625 13.125)
2285,POINT (-85.625 13.375)
2286,POINT (-85.625 13.625)
2287,POINT (-85.625 13.875)
2288,POINT (-85.625 14.125)
2289,POINT (-85.625 14.375)
2290,POINT (-85.625 14.625)
2291,POINT (-85.625 14.875)
2292,POINT (-85.625 15.125)
2293,POINT (-85.625 15.375)
2294,POINT (-85.625 15.625)
2295,POINT (-85.625 15.875)
2296,POINT (-85.625 16.125)
2297,POINT (-85.625 16.375)
2298,POINT (-85.625 16.625)
2299,POINT (-85.625 16.875)
2300,POINT (-85.625 17.125)
2301,POINT (-85.625 17.375)
2302,POINT (-85.625 17.625)
2303,POINT (-85.625 17.875)
2304,POINT (-85.375 0.125)
2305,POINT (-85.375 0.375)
2306,POINT (-85.375 0.625)
2307,POINT (-85.375 0.875)
2308,POINT (-85.375 1.125)
2309,POINT (-85.375 1.375)
2310,POINT (-85.375 1.625)
2311,POINT (-85.375 1.875)
2312,POINT (-85.375 2.125)
2313,POINT (-85.375 2.375)
2314,POINT (-85.375 2.625)
2315,POINT (-85.375 2.875)
2316,POINT (-85.375 3.125)
2317,POINT (-85.375 3.375)
2318,POINT (-85.375 3.625)
2319,POINT (-85.375 3.875)
2320,POINT (-85.375 4.125)
2321,POINT (-85.375 4.375)
2322,POINT (-85.375 4.625)
2323,POINT (-85.375 4.875)
2324,POINT (-85.375 5.125)
2325,POINT (-85.375 5.375)
2326,POINT (-85.375 5.625)
2327,POINT (-85.375 5.875)
2328,POINT (-85.375 6.125)
2329,POINT (-85.375 6.375)
2330,POINT (-85.375 6.625)
2331,POINT (-85.375 6.875)
2332,POINT (-85.375 7.125)
2333,POINT (-85.375 7.375)
2334,POINT (-85.375 7.625)
2335,POINT (-85.375 7.875)
2336,POINT (-85.375 8.125)
2337,POINT (-85.375 8.375)
2338,POINT (-85.375 8.625)
2339,POINT (-85.375 8.875)
2340,POINT (-85.375 9.125)
2341,POINT (-85.375 9.375)
2342,POINT (-85.375 9.625)
2343,POINT (-85.375 9.875)
2344,POINT (-85.375 10.125)
2345,POINT (-85.375 10.375)
2346,POINT (-85.375 10.625)
2347,POINT (-85.375 10.875)
2348,POINT (-85.375 11.125)
2349,POINT (-85.375 11.375)
2350,POINT (-85.375 11.625)
2351,POINT (-85.375 11.875)
2352,POINT (-85.375 12.125)
2353,POINT (-85.375 12.375)
2354,POINT (-85.375 12.625)
2355,POINT (-85.375 12.875)
2356,POINT (-85.375 13.125)
2357,POINT (-85.375 13.375)
2358,POINT (-85.375 13.625)
2359,POINT (-85.375 13.875)
2360,POINT (-85.375 14.125)
2361,POINT (-85.375 14.375)
2362,POINT (-85.375 14.625)
2363,POINT (-85.375 14.875)
2364,POINT (-85.375 15.125)
2365,POINT (-85.375 15.375)
2366,POINT (-85.375 15.625)
2367,POINT (-85.375 15.875)
2368,POINT (-85.375 16.125)
2369,POINT (-85.375 16.375)
2370,POINT (-85.375 16.625)
2371,POINT (-85.375 16.875)
2372,POINT (-85.375 17.125)
2373,POINT (-85.375 17.375)
2374,POINT (-85.375 17.625)
2375,POINT (-85.375 17.875)
2376,POINT (-85.125 0.125)
2377,POINT (-85.125 0.375)
2378,POINT (-85.125 0.625)
2379,POINT (-85.125 0.875)
2380,POINT (-85.125 1.125)
2381,POINT (-85.125 1.375)
2382,POINT (-85.125 1.625)
2383,POINT (-85.125 1.875)
2384,POINT (-85.125 2.125)
2385,POINT (-85.125 2.375)
2386,POINT (-85.125 2.625)
2387,POINT (-85.125 2.875)
2388,POINT (-85.125 3.125)
2389,POINT (-85.125 3.375)
2390,POINT (-85.125 3.625)
2391,POINT (-85.125 3.875)
2392,POINT (-85.125 4.125)
2393,POINT (-85.125 4.375)
2394,POINT (-85.125 4.625)
2395,POINT (-85.125 4.875)
2396,POINT (-85.125 5.125)
2397,POINT (-85.125 5.375)
2398,POINT (-85.125 5.625)
2399,POINT (-85.125 5.875)
2400,POINT (-85.125 6.125)
2401,POINT (-85.125 6.375)
2402,POINT (-85.125 6.625)
2403,POINT (-85.125 6.875)
2404,POINT (-85.125 7.125)
2405,POINT (-85.125 7.375)
2406,POINT (-85.125 7.625)
2407,POINT (-85.125 7.875)
2408,POINT (-85.125 8.125)
2409,POINT (-85.125 8.375)
2410,POINT (-85.125 8.625)
2411,POINT (-85.125 8.875)
2412,POINT (-85.125 9.125)
2413,POINT (-85.125 9.375)
2414,POINT (-85.125 9.625)
2415,POINT (-85.125 9.875)
2416,POINT (-85.125 10.125)
2417,POINT (-85.125 10.375)
2418,POINT (-85.125 10.625)
2419,POINT (-85.125 10.875)
2420,POINT (-85.125 11.125)
2421,POINT (-85.125 11.375)
2422,POINT (-85.125 11.625)
2423,POINT (-85.125 11.875)
2424,POINT (-85.125 12.125)
2425,POINT (-85.125 12.375)
2426,POINT (-85.125 12.625)
2427,POINT (-85.125 12.875)
2428,POINT (-85.125 13.125)
2429,POINT (-85.125 13.375)
2430,POINT (-85.125 13.625)
2431,POINT (-85.125 13.875)
2432,POINT (-85.125 14.125)
2433,POINT (-85.125 14.375)
2434,POINT (-85.125 14.625)
2435,POINT (-85.125 14.875)
2436,POINT (-85.125 15.125)
2437,POINT (-85.125 15.375)
2438,POINT (-85.125 15.625)
2439,POINT (-85.125 15.875)
2440,POINT (-85.125 16.125)
2441,POINT (-85.125 16.375)
2442,POINT (-85.125 16.625)
2443,POINT (-85.125 16.875)
2444,POINT (-85.125 17.125)
2445,POINT (-85.125 17.375)
2446,POINT (-85.125 17.625)
2447,POINT (-85.125 17.875)
2448,POINT (-84.875 0.125)
2449,POINT (-84.875 0.375)
2450,POINT (-84.875 0.625)
2451,POINT (-84.875 0.875)
2452,POINT (-84.875 1.125)
2453,POINT (-84.875 1.375)
2454,POINT (-84.875 1.625)
2455,POINT (-84.875 1.875)
2456,POINT (-84.875 2.125)
2457,POINT (-84.875 2.375)
2458,POINT (-84.875 2.625)
2459,POINT (-84.875 2.875)
2460,POINT (-84.875 3.125)
2461,POINT (-84.875 3.375)
2462,POINT (-84.875 3.625)
2463,POINT (-84.875 3.875)
2464,POINT (-84.875 4.125)
2465,POINT (-84.875 4.375)
2466,POINT (-84.875 4.625)
2467,POINT (-84.875 4.875)
2468,POINT (-84.875 5.125)
2469,POINT (-84.875 5.375)
2470,POINT (-84.875 5.625)
2471,POINT (-84.875 5.875)
2472,POINT (-84.875 6.125)
2473,POINT (-84.875 6.375)
2474,POINT (-84.875 6.625)
2475,POINT (-84.875 6.875)
2476,POINT (-84.875 7.125)
2477,POINT (-84.875 7.375)
2478,POINT (-84.875 7.625)
2479,POINT (-84.875 7.875)
2480,POINT (-84.875 8.125)
2481,POINT (-84.875 8.375)
2482,POINT (-84.875 8.625)
2483,POINT (-84.875 8.875)
2484,POINT (-84.875 9.125)
2485,POINT (-84.875 9.375)
2486,POINT (-84.875 9.625)
2487,POINT (-84.875 9.875)
2488,POINT (-84.875 10.125)
2489,POINT (-84.875 10.375)
2490,POINT (-84.875 10.625)
2491,POINT (-84.875 10.875)
2492,POINT (-84.875 11.125)
2493,POINT (-84.875 11.375)
2494,POINT (-84.875 11.625)
2495,POINT (-84.875 11.875)
2496,POINT (-84.875 12.125)
2497,POINT (-84.875 12.375)
2498,POINT (-84.875 12.625)
2499,POINT (-84.875 12.875)
2500,POINT (-84.875 13.125)
2501,POINT (-84.875 13.375)
2502,POINT (-84.875 13.625)
2503,POINT (-84.875 13.875)
2504,POINT (-84.875 14.125)
2505,POINT (-84.875 14.375)
2506,POINT (-84.875 14.625)
2507,POINT (-84.875 14.875)
2508,POINT (-84.875 15.125)
2509,POINT (-84.875 15.375)
2510,POINT (-84.875 15.625)
2511,POINT (-84.875 15.875)
2512,POINT (-84.875 16.125)
2513,POINT (-84.875 16.375)
2514,POINT (-84.875 16.625)
2515,POINT (-84.875 16.875)
2516,POINT (-84.875 17.125)
2517,POINT (-84.875 17.375)
2518,POINT (-84.875 17.625)
2519,POINT (-84.875 17.875)
2520,POINT (-84.625 0.125)
2521,POINT (-84.625 0.375)
2522,POINT (-84.625 0.625)
2523,POINT (-84.625 0.875)
2524,POINT (-84.625 1.125)
2525,POINT (-84.625 1.375)
