,geometry
3349,POINT (-81.875 9.375)
3350,POINT (-81.875 9.625)
3351,POINT (-81.875 9.875)
3352,POINT (-81.875 10.125)
3353,POINT (-81.875 10.375)
3354,POINT (-81.875 10.625)
3355,POINT (-81.875 10.875)
3356,POINT (-81.875 11.125)
3357,POINT (-81.875 11.375)
3358,POINT (-81.875 11.625)
3359,POINT (-81.875 11.875)
3360,POINT (-81.875 12.125)
3361,POINT (-81.875 12.375)
3362,POINT (-81.875 12.625)
3363,POINT (-81.875 12.875)
3364,POINT (-81.875 13.125)
3365,POINT (-81.875 13.375)
3366,POINT (-81.875 13.625)
3367,POINT (-81.875 13.875)
3368,POINT (-81.875 14.125)
3369,POINT (-81.875 14.375)
3370,POINT (-81.875 14.625)
3371,POINT (-81.875 14.875)
3372,POINT (-81.875 15.125)
3373,POINT (-81.875 15.375)
3374,POINT (-81.875 15.625)
3375,POINT (-81.875 15.875)
3376,POINT (-81.875 16.125)
3377,POINT (-81.875 16.375)
3378,POINT (-81.875 16.625)
3379,POINT (-81.875 16.875)
3380,POINT (-81.875 17.125)
3381,POINT (-81.875 17.375)
3382,POINT (-81.875 17.625)
3383,POINT (-81.875 17.875)
3384,POINT (-81.625 0.125)
3385,POINT (-81.625 0.375)
3386,POINT (-81.625 0.625)
3387,POINT (-81.625 0.875)
3388,POINT (-81.625 1.125)
3389,POINT (-81.625 1.375)
3390,POINT (-81.625 1.625)
3391,POINT (-81.625 1.875)
3392,POINT (-81.625 2.125)
3393,POINT (-81.625 2.375)
3394,POINT (-81.625 2.625)
3395,POINT (-81.625 2.875)
3396,POINT (-81.625 3.125)
3397,POINT (-81.625 3.375)
3398,POINT (-81.625 3.625)
3399,POINT (-81.625 3.875)
3400,POINT (-81.625 4.125)
3401,POINT (-81.625 4.375)
3402,POINT (-81.625 4.625)
3403,POINT (-81.625 4.875)
3404,POINT (-81.625 5.125)
3405,POINT (-81.625 5.375)
3406,POINT (-81.625 5.625)
3407,POINT (-81.625 5.875)
3408,POINT (-81.625 6.125)
3409,POINT (-81.625 6.375)
3410,POINT (-81.625 6.625)
3411,POINT (-81.625 6.875)
3412,POINT (-81.625 7.125)
3413,POINT (-81.625 7.375)
3414,POINT (-81.625 7.625)
3415,POINT (-81.625 7.875)
3416,POINT (-81.625 8.125)
3417,POINT (-81.625 8.375)
3418,POINT (-81.625 8.625)
3419,POINT (-81.625 8.875)
3420,POINT (-81.625 9.125)
3421,POINT (-81.625 9.375)
3422,POINT (-81.625 9.625)
3423,POINT (-81.625 9.875)
3424,POINT (-81.625 10.125)
3425,POINT (-81.625 10.375)
3426,POINT (-81.625 10.625)
3427,POINT (-81.625 10.875)
3428,POINT (-81.625 11.125)
3429,POINT (-81.625 11.375)
3430,POINT (-81.625 11.625)
3431,POINT (-81.625 11.875)
3432,POINT (-81.625 12.125)
3433,POINT (-81.625 12.375)
3434,POINT (-81.625 12.625)
3435,POINT (-81.625 12.875)
3436,POINT (-81.625 13.125)
3437,POINT (-81.625 13.375)
3438,POINT (-81.625 13.625)
3439,POINT (-81.625 13.875)
3440,POINT (-81.625 14.125)
3441,POINT (-81.625 14.375)
3442,POINT (-81.625 14.625)
3443,POINT (-81.625 14.875)
3444,POINT (-81.625 15.125)
3445,POINT (-81.625 15.375)
3446,POINT (-81.625 15.625)
3447,POINT (-81.625 15.875)
3448,POINT (-81.625 16.125)
3449,POINT (-81.625 16.375)
3450,POINT (-81.625 16.625)
3451,POINT (-81.625 16.875)
3452,POINT (-81.625 17.125)
3453,POINT (-81.625 17.375)
3454,POINT (-81.625 17.625)
3455,POINT (-81.625 17.875)
3456,POINT (-81.375 0.125)
3457,POINT (-81.375 0.375)
3458,POINT (-81.375 0.625)
3459,POINT (-81.375 0.875)
3460,POINT (-81.375 1.125)
3461,POINT (-81.375 1.375)
3462,POINT (-81.375 1.625)
3463,POINT (-81.375 1.875)
3464,POINT (-81.375 2.125)
3465,POINT (-81.375 2.375)
3466,POINT (-81.375 2.625)
3467,POINT (-81.375 2.875)
3468,POINT (-81.375 3.125)
3469,POINT (-81.375 3.375)
3470,POINT (-81.375 3.625)
3471,POINT (-81.375 3.875)
3472,POINT (-81.375 4.125)
3473,POINT (-81.375 4.375)
3474,POINT (-81.375 4.625)
3475,POINT (-81.375 4.875)
3476,POINT (-81.375 5.125)
3477,POINT (-81.375 5.375)
3478,POINT (-81.375 5.625)
3479,POINT (-81.375 5.875)
3480,POINT (-81.375 6.125)
3481,POINT (-81.375 6.375)
3482,POINT (-81.375 6.625)
3483,POINT (-81.375 6.875)
3484,POINT (-81.375 7.125)
3485,POINT (-81.375 7.375)
3486,POINT (-81.375 7.625)
3487,POINT (-81.375 7.875)
3488,POINT (-81.375 8.125)
3489,POINT (-81.375 8.375)
3490,POINT (-81.375 8.625)
3491,POINT (-81.375 8.875)
3492,POINT (-81.375 9.125)
3493,POINT (-81.375 9.375)
3494,POINT (-81.375 9.625)
3495,POINT (-81.375 9.875)
3496,POINT (-81.375 10.125)
3497,POINT (-81.375 10.375)
3498,POINT (-81.375 10.625)
3499,POINT (-81.375 10.875)
3500,POINT (-81.375 11.125)
3501,POINT (-81.375 11.375)
3502,POINT (-81.375 11.625)
3503,POINT (-81.375 11.875)
3504,POINT (-81.375 12.125)
3505,POINT (-81.375 12.375)
3506,POINT (-81.375 12.625)
3507,POINT (-81.375 12.875)
3508,POINT (-81.375 13.125)
3509,POINT (-81.375 13.375)
3510,POINT (-81.375 13.625)
3511,POINT (-81.375 13.875)
3512,POINT (-81.375 14.125)
3513,POINT (-81.375 14.375)
3514,POINT (-81.375 14.625)
3515,POINT (-81.375 14.875)
3516,POINT (-81.375 15.125)
3517,POINT (-81.375 15.375)
3518,POINT (-81.375 15.625)
3519,POINT (-81.375 15.875)
3520,POINT (-81.375 16.125)
3521,POINT (-81.375 16.375)
3522,POINT (-81.375 16.625)
3523,POINT (-81.375 16.875)
3524,POINT (-81.375 17.125)
3525,POINT (-81.375 17.375)
3526,POINT (-81.375 17.625)
3527,POINT (-81.375 17.875)
3528,POINT (-81.125 0.125)
3529,POINT (-81.125 0.375)
3530,POINT (-81.125 0.625)
3531,POINT (-81.125 0.875)
3532,POINT (-81.125 1.125)
3533,POINT (-81.125 1.375)
3534,POINT (-81.125 1.625)
3535,POINT (-81.125 1.875)
3536,POINT (-81.125 2.125)
3537,POINT (-81.125 2.375)
3538,POINT (-81.125 2.625)
3539,POINT (-81.125 2.875)
3540,POINT (-81.125 3.125)
3541,POINT (-81.125 3.375)
3542,POINT (-81.125 3.625)
3543,POINT (-81.125 3.875)
3544,POINT (-81.125 4.125)
3545,POINT (-81.125 4.375)
3546,POINT (-81.125 4.625)
3547,POINT (-81.125 4.875)
3548,POINT (-81.125 5.125)
3549,POINT (-81.125 5.375)
3550,POINT (-81.125 5.625)
3551,POINT (-81.125 5.875)
3552,POINT (-81.125 6.125)
3553,POINT (-81.125 6.375)
3554,POINT (-81.125 6.625)
3555,POINT (-81.125 6.875)
3556,POINT (-81.125 7.125)
3557,POINT (-81.125 7.375)
3558,POINT (-81.125 7.625)
3559,POINT (-81.125 7.875)
3560,POINT (-81.125 8.125)
3561,POINT (-81.125 8.375)
3562,POINT (-81.125 8.625)
3563,POINT (-81.125 8.875)
3564,POINT (-81.125 9.125)
3565,POINT (-81.125 9.375)
3566,POINT (-81.125 9.625)
3567,POINT (-81.125 9.875)
3568,POINT (-81.125 10.125)
3569,POINT (-81.125 10.375)
3570,POINT (-81.125 10.625)
3571,POINT (-81.125 10.875)
3572,POINT (-81.125 11.125)
3573,POINT (-81.125 11.375)
3574,POINT (-81.125 11.625)
3575,POINT (-81.125 11.875)
3576,POINT (-81.125 12.125)
3577,POINT (-81.125 12.375)
3578,POINT (-81.125 12.625)
3579,POINT (-81.125 12.875)
3580,POINT (-81.125 13.125)
3581,POINT (-81.125 13.375)
3582,POINT (-81.125 13.625)
3583,POINT (-81.125 13.875)
3584,POINT (-81.125 14.125)
3585,POINT (-81.125 14.375)
3586,POINT (-81.125 14.625)
3587,POINT (-81.125 14.875)
3588,POINT (-81.125 15.125)
3589,POINT (-81.125 15.375)
3590,POINT (-81.125 15.625)
3591,POINT (-81.125 15.875)
3592,POINT (-81.125 16.125)
3593,POINT (-81.125 16.375)
3594,POINT (-81.125 16.625)
3595,POINT (-81.125 16.875)
3596,POINT (-81.125 17.125)
3597,POINT (-81.125 17.375)
3598,POINT (-81.125 17.625)
3599,POINT (-81.125 17.875)
3600,POINT (-80.875 0.125)
3601,POINT (-80.875 0.375)
3602,POINT (-80.875 0.625)
3603,POINT (-80.875 0.875)
3604,POINT (-80.875 1.125)
3605,POINT (-80.875 1.375)
3606,POINT (-80.875 1.625)
3607,POINT (-80.875 1.875)
3608,POINT (-80.875 2.125)
3609,POINT (-80.875 2.375)
3610,POINT (-80.875 2.625)
3611,POINT (-80.875 2.875)
3612,POINT (-80.875 3.125)
3613,POINT (-80.875 3.375)
3614,POINT (-80.875 3.625)
3615,POINT (-80.875 3.875)
3616,POINT (-80.875 4.125)
3617,POINT (-80.875 4.375)
3618,POINT (-80.875 4.625)
3619,POINT (-80.875 4.875)
3620,POINT (-80.875 5.125)
3621,POINT (-80.875 5.375)
3622,POINT (-80.875 5.625)
3623,POINT (-80.875 5.875)
3624,POINT (-80.875 6.125)
3625,POINT (-80.875 6.375)
3626,POINT (-80.875 6.625)
3627,POINT (-80.875 6.875)
3628,POINT (-80.875 7.125)
3629,POINT (-80.875 7.375)
3630,POINT (-80.875 7.625)
3631,POINT (-80.875 7.875)
3632,POINT (-80.875 8.125)
3633,POINT (-80.875 8.375)
3634,POINT (-80.875 8.625)
3635,POINT (-80.875 8.875)
3636,POINT (-80.875 9.125)
3637,POINT (-80.875 9.375)
3638,POINT (-80.875 9.625)
3639,POINT (-80.875 9.875)
3640,POINT (-80.875 10.125)
3641,POINT (-80.875 10.375)
3642,POINT (-80.875 10.625)
3643,POINT (-80.875 10.875)
3644,POINT (-80.875 11.125)
3645,POINT (-80.875 11.375)
3646,POINT (-80.875 11.625)
3647,POINT (-80.875 11.875)
3648,POINT (-80.875 12.125)
3649,POINT (-80.875 12.375)
3650,POINT (-80.875 12.625)
3651,POINT (-80.875 12.875)
3652,POINT (-80.875 13.125)
3653,POINT (-80.875 13.375)
3654,POINT (-80.875 13.625)
3655,POINT (-80.875 13.875)
3656,POINT (-80.875 14.125)
3657,POINT (-80.875 14.375)
3658,POINT (-80.875 14.625)
3659,POINT (-80.875 14.875)
3660,POINT (-80.875 15.125)
3661,POINT (-80.875 15.375)
3662,POINT (-80.875 15.625)
3663,POINT (-80.875 15.875)
3664,POINT (-80.875 16.125)
3665,POINT (-80.875 16.375)
3666,POINT (-80.875 16.625)
3667,POINT (-80.875 16.875)
3668,POINT (-80.875 17.125)
3669,POINT (-80.875 17.375)
3670,POINT (-80.875 17.625)
3671,POINT (-80.875 17.875)
3672,POINT (-80.625 0.125)
3673,POINT (-80.625 0.375)
3674,POINT (-80.625 0.625)
3675,POINT (-80.625 0.875)
3676,POINT (-80.625 1.125)
3677,POINT (-80.625 1.375)
3678,POINT (-80.625 1.625)
3679,POINT (-80.625 1.875)
3680,POINT (-80.625 2.125)
3681,POINT (-80.625 2.375)
3682,POINT (-80.625 2.625)
3683,POINT (-80.625 2.875)
3684,POINT (-80.625 3.125)
3685,POINT (-80.625 3.375)
3686,POINT (-80.625 3.625)
3687,POINT (-80.625 3.875)
3688,POINT (-80.625 4.125)
3689,POINT (-80.625 4.375)
3690,POINT (-80.625 4.625)
3691,POINT (-80.625 4.875)
3692,POINT (-80.625 5.125)
3693,POINT (-80.625 5.375)
3694,POINT (-80.625 5.625)
3695,POINT (-80.625 5.875)
3696,POINT (-80.625 6.125)
3697,POINT (-80.625 6.375)
3698,POINT (-80.625 6.625)
3699,POINT (-80.625 6.875)
3700,POINT (-80.625 7.125)
3701,POINT (-80.625 7.375)
3702,POINT (-80.625 7.625)
3703,POINT (-80.625 7.875)
3704,POINT (-80.625 8.125)
3705,POINT (-80.625 8.375)
3706,POINT (-80.625 8.625)
3707,POINT (-80.625 8.875)
3708,POINT (-80.625 9.125)
3709,POINT (-80.625 9.375)
3710,POINT (-80.625 9.625)
3711,POINT (-80.625 9.875)
3712,POINT (-80.625 10.125)
3713,POINT (-80.625 10.375)
3714,POINT (-80.625 10.625)
3715,POINT (-80.625 10.875)
3716,POINT (-80.625 11.125)
3717,POINT (-80.625 11.375)
3718,POINT (-80.625 11.625)
3719,POINT (-80.625 11.875)
3720,POINT (-80.625 12.125)
3721,POINT (-80.625 12.375)
3722,POINT (-80.625 12.625)
3723,POINT (-80.625 12.875)
3724,POINT (-80.625 13.125)
3725,POINT (-80.625 13.375)
3726,POINT (-80.625 13.625)
3727,POINT (-80.625 13.875)
3728,POINT (-80.625 14.125)
3729,POINT (-80.625 14.375)
3730,POINT (-80.625 14.625)
3731,POINT (-80.625 14.875)
3732,POINT (-80.625 15.125)
3733,POINT (-80.625 15.375)
3734,POINT (-80.625 15.625)
3735,POINT (-80.625 15.875)
3736,POINT (-80.625 16.125)
3737,POINT (-80.625 16.375)
3738,POINT (-80.625 16.625)
3739,POINT (-80.625 16.875)
3740,POINT (-80.625 17.125)
3741,POINT (-80.625 17.375)
3742,POINT (-80.625 17.625)
3743,POINT (-80.625 17.875)
3744,POINT (-80.375 0.125)
3745,POINT (-80.375 0.375)
3746,POINT (-80.375 0.625)
3747,POINT (-80.375 0.875)
3748,POINT (-80.375 1.125)
3749,POINT (-80.375 1.375)
3750,POINT (-80.375 1.625)
3751,POINT (-80.375 1.875)
3752,POINT (-80.375 2.125)
3753,POINT (-80.375 2.375)
3754,POINT (-80.375 2.625)
3755,POINT (-80.375 2.875)
3756,POINT (-80.375 3.125)
3757,POINT (-80.375 3.375)
3758,POINT (-80.375 3.625)
3759,POINT (-80.375 3.875)
3760,POINT (-80.375 4.125)
3761,POINT (-80.375 4.375)
3762,POINT (-80.375 4.625)
3763,POINT (-80.375 4.875)
3764,POINT (-80.375 5.125)
3765,POINT (-80.375 5.375)
3766,POINT (-80.375 5.625)
3767,POINT (-80.375 5.875)
3768,POINT (-80.375 6.125)
3769,POINT (-80.375 6.375)
3770,POINT (-80.375 6.625)
3771,POINT (-80.375 6.875)
3772,POINT (-80.375 7.125)
3773,POINT (-80.375 7.375)
3774,POINT (-80.375 7.625)
3775,POINT (-80.375 7.875)
3776,POINT (-80.375 8.125)
3777,POINT (-80.375 8.375)
3778,POINT (-80.375 8.625)
3779,POINT (-80.375 8.875)
3780,POINT (-80.375 9.125)
3781,POINT (-80.375 9.375)
3782,POINT (-80.375 9.625)
3783,POINT (-80.375 9.875)
3784,POINT (-80.375 10.125)
3785,POINT (-80.375 10.375)
3786,POINT (-80.375 10.625)
3787,POINT (-80.375 10.875)
3788,POINT (-80.375 11.125)
3789,POINT (-80.375 11.375)
3790,POINT (-80.375 11.625)
3791,POINT (-80.375 11.875)
3792,POINT (-80.375 12.125)
3793,POINT (-80.375 12.375)
3794,POINT (-80.375 12.625)
3795,POINT (-80.375 12.875)
3796,POINT (-80.375 13.125)
3797,POINT (-80.375 13.375)
3798,POINT (-80.375 13.625)
3799,POINT (-80.375 13.875)
3800,POINT (-80.375 14.125)
3801,POINT (-80.375 14.375)
3802,POINT (-80.375 14.625)
3803,POINT (-80.375 14.875)
3804,POINT (-80.375 15.125)
3805,POINT (-80.375 15.375)
3806,POINT (-80.375 15.625)
3807,POINT (-80.375 15.875)
3808,POINT (-80.375 16.125)
3809,POINT (-80.375 16.375)
3810,POINT (-80.375 16.625)
3811,POINT (-80.375 16.875)
3812,POINT (-80.375 17.125)
3813,POINT (-80.375 17.375)
3814,POINT (-80.375 17.625)
3815,POINT (-80.375 17.875)
3816,POINT (-80.125 0.125)
3817,POINT (-80.125 0.375)
3818,POINT (-80.125 0.625)
3819,POINT (-80.125 0.875)
3820,POINT (-80.125 1.125)
3821,POINT (-80.125 1.375)
3822,POINT (-80.125 1.625)
3823,POINT (-80.125 1.875)
3824,POINT (-80.125 2.125)
3825,POINT (-80.125 2.375)
3826,POINT (-80.125 2.625)
3827,POINT (-80.125 2.875)
3828,POINT (-80.125 3.125)
3829,POINT (-80.125 3.375)
3830,POINT (-80.125 3.625)
3831,POINT (-80.125 3.875)
3832,POINT (-80.125 4.125)
3833,POINT (-80.125 4.375)
3834,POINT (-80.125 4.625)
3835,POINT (-80.125 4.875)
3836,POINT (-80.125 5.125)
3837,POINT (-80.125 5.375)
3838,POINT (-80.125 5.625)
3839,POINT (-80.125 5.875)
3840,POINT (-80.125 6.125)
3841,POINT (-80.125 6.375)
3842,POINT (-80.125 6.625)
3843,POINT (-80.125 6.875)
3844,POINT (-80.125 7.125)
3845,POINT (-80.125 7.375)
3846,POINT (-80.125 7.625)
3847,POINT (-80.125 7.875)
3848,POINT (-80.125 8.125)
3849,POINT (-80.125 8.375)
3850,POINT (-80.125 8.625)
3851,POINT (-80.125 8.875)
3852,POINT (-80.125 9.125)
3853,POINT (-80.125 9.375)
3854,POINT (-80.125 9.625)
3855,POINT (-80.125 9.875)
3856,POINT (-80.125 10.125)
3857,POINT (-80.125 10.375)
3858,POINT (-80.125 10.625)
3859,POINT (-80.125 10.875)
3860,POINT (-80.125 11.125)
3861,POINT (-80.125 11.375)
3862,POINT (-80.125 11.625)
3863,POINT (-80.125 11.875)
3864,POINT (-80.125 12.125)
3865,POINT (-80.125 12.375)
3866,POINT (-80.125 12.625)
3867,POINT (-80.125 12.875)
3868,POINT (-80.125 13.125)
3869,POINT (-80.125 13.375)
3870,POINT (-80.125 13.625)
3871,POINT (-80.125 13.875)
3872,POINT (-80.125 14.125)
3873,POINT (-80.125 14.375)
3874,POINT (-80.125 14.625)
3875,POINT (-80.125 14.875)
3876,POINT (-80.125 15.125)
3877,POINT (-80.125 15.375)
3878,POINT (-80.125 15.625)
3879,POINT (-80.125 15.875)
3880,POINT (-80.125 16.125)
3881,POINT (-80.125 16.375)
3882,POINT (-80.125 16.625)
3883,POINT (-80.125 16.875)
3884,POINT (-80.125 17.125)
3885,POINT (-80.125 17.375)
3886,POINT (-80.125 17.625)
3887,POINT (-80.125 17.875)
3888,POINT (-79.875 0.125)
3889,POINT (-79.875 0.375)
3890,POINT (-79.875 0.625)
3891,POINT (-79.875 0.875)
3892,POINT (-79.875 1.125)
3893,POINT (-79.875 1.375)
3894,POINT (-79.875 1.625)
3895,POINT (-79.875 1.875)
3896,POINT (-79.875 2.125)
3897,POINT (-79.875 2.375)
3898,POINT (-79.875 2.625)
3899,POINT (-79.875 2.875)
3900,POINT (-79.875 3.125)
3901,POINT (-79.875 3.375)
3902,POINT (-79.875 3.625)
3903,POINT (-79.875 3.875)
3904,POINT (-79.875 4.125)
3905,POINT (-79.875 4.375)
3906,POINT (-79.875 4.625)
3907,POINT (-79.875 4.875)
3908,POINT (-79.875 5.125)
3909,POINT (-79.875 5.375)
3910,POINT (-79.875 5.625)
3911,POINT (-79.875 5.875)
3912,POINT (-79.875 6.125)
3913,POINT (-79.875 6.375)
3914,POINT (-79.875 6.625)
3915,POINT (-79.875 6.875)
3916,POINT (-79.875 7.125)
3917,POINT (-79.875 7.375)
3918,POINT (-79.875 7.625)
3919,POINT (-79.875 7.875)
3920,POINT (-79.875 8.125)
3921,POINT (-79.875 8.375)
3922,POINT (-79.875 8.625)
3923,POINT (-79.875 8.875)
3924,POINT (-79.875 9.125)
3925,POINT (-79.875 9.375)
3926,POINT (-79.875 9.625)
3927,POINT (-79.875 9.875)
3928,POINT (-79.875 10.125)
3929,POINT (-79.875 10.375)
3930,POINT (-79.875 10.625)
3931,POINT (-79.875 10.875)
3932,POINT (-79.875 11.125)
3933,POINT (-79.875 11.375)
3934,POINT (-79.875 11.625)
3935,POINT (-79.875 11.875)
3936,POINT (-79.875 12.125)
3937,POINT (-79.875 12.375)
3938,POINT (-79.875 12.625)
3939,POINT (-79.875 12.875)
3940,POINT (-79.875 13.125)
3941,POINT (-79.875 13.375)
3942,POINT (-79.875 13.625)
3943,POINT (-79.875 13.875)
3944,POINT (-79.875 14.125)
3945,POINT (-79.875 14.375)
3946,POINT (-79.875 14.625)
3947,POINT (-79.875 14.875)
3948,POINT (-79.875 15.125)
3949,POINT (-79.875 15.375)
3950,POINT (-79.875 15.625)
3951,POINT (-79.875 15.875)
3952,POINT (-79.875 16.125)
3953,POINT (-79.875 16.375)
3954,POINT (-79.875 16.625)
3955,POINT (-79.875 16.875)
3956,POINT (-79.875 17.125)
3957,POINT (-79.875 17.375)
3958,POINT (-79.875 17.625)
3959,POINT (-79.875 17.875)
3960,POINT (-79.625 0.125)
3961,POINT (-79.625 0.375)
3962,POINT (-79.625 0.625)
3963,POINT (-79.625 0.875)
3964,POINT (-79.625 1.125)
3965,POINT (-79.625 1.375)
3966,POINT (-79.625 1.625)
3967,POINT (-79.625 1.875)
3968,POINT (-79.625 2.125)
3969,POINT (-79.625 2.375)
3970,POINT (-79.625 2.625)
3971,POINT (-79.625 2.875)
3972,POINT (-79.625 3.125)
3973,POINT (-79.625 3.375)
3974,POINT (-79.625 3.625)
3975,POINT (-79.625 3.875)
3976,POINT (-79.625 4.125)
3977,POINT (-79.625 4.375)
3978,POINT (-79.625 4.625)
3979,POINT (-79.625 4.875)
3980,POINT (-79.625 5.125)
3981,POINT (-79.625 5.375)
3982,POINT (-79.625 5.625)
3983,POINT (-79.625 5.875)
3984,POINT (-79.625 6.125)
3985,POINT (-79.625 6.375)
3986,POINT (-79.625 6.625)
3987,POINT (-79.625 6.875)
3988,POINT (-79.625 7.125)
3989,POINT (-79.625 7.375)
3990,POINT (-79.625 7.625)
3991,POINT (-79.625 7.875)
3992,POINT (-79.625 8.125)
3993,POINT (-79.625 8.375)
3994,POINT (-79.625 8.625)
3995,POINT (-79.625 8.875)
3996,POINT (-79.625 9.125)
3997,POINT (-79.625 9.375)
3998,POINT (-79.625 9.625)
3999,POINT (-79.625 9.875)
4000,POINT (-79.625 10.125)
4001,POINT (-79.625 10.375)
4002,POINT (-79.625 10.625)
4003,POINT (-79.625 10.875)
4004,POINT (-79.625 11.125)
4005,POINT (-79.625 11.375)
4006,POINT (-79.625 11.625)
4007,POINT (-79.625 11.875)
4008,POINT (-79.625 12.125)
4009,POINT (-79.625 12.375)
4010,POINT (-79.625 12.625)
4011,POINT (-79.625 12.875)
4012,POINT (-79.625 13.125)
4013,POINT (-79.625 13.375)
4014,POINT (-79.625 13.625)
4015,POINT (-79.625 13.875)
4016,POINT (-79.625 14.125)
4017,POINT (-79.625 14.375)
4018,POINT (-79.625 14.625)
4019,POINT (-79.625 14.875)
4020,POINT (-79.625 15.125)
4021,POINT (-79.625 15.375)
4022,POINT (-79.625 15.625)
4023,POINT (-79.625 15.875)
4024,POINT (-79.625 16.125)
4025,POINT (-79.625 16.375)
4026,POINT (-79.625 16.625)
4027,POINT (-79.625 16.875)
4028,POINT (-79.625 17.125)
4029,POINT (-79.625 17.375)
4030,POINT (-79.625 17.625)
4031,POINT (-79.625 17.875)
4032,POINT (-79.375 0.125)
4033,POINT (-79.375 0.375)
4034,POINT (-79.375 0.625)
4035,POINT (-79.375 0.875)
4036,POINT (-79.375 1.125)
4037,POINT (-79.375 1.375)
4038,POINT (-79.375 1.625)
4039,POINT (-79.375 1.875)
4040,POINT (-79.375 2.125)
4041,POINT (-79.375 2.375)
4042,POINT (-79.375 2.625)
4043,POINT (-79.375 2.875)
4044,POINT (-79.375 3.125)
4045,POINT (-79.375 3.375)
4046,POINT (-79.375 3.625)
4047,POINT (-79.375 3.875)
4048,POINT (-79.375 4.125)
4049,POINT (-79.375 4.375)
4050,POINT (-79.375 4.625)
4051,POINT (-79.375 4.875)
4052,POINT (-79.375 5.125)
4053,POINT (-79.375 5.375)
4054,POINT (-79.375 5.625)
4055,POINT (-79.375 5.875)
4056,POINT (-79.375 6.125)
4057,POINT (-79.375 6.375)
4058,POINT (-79.375 6.625)
4059,POINT (-79.375 6.875)
4060,POINT (-79.375 7.125)
4061,POINT (-79.375 7.375)
4062,POINT (-79.375 7.625)
4063,POINT (-79.375 7.875)
4064,POINT (-79.375 8.125)
4065,POINT (-79.375 8.375)
4066,POINT (-79.375 8.625)
4067,POINT (-79.375 8.875)
4068,POINT (-79.375 9.125)
4069,POINT (-79.375 9.375)
4070,POINT (-79.375 9.625)
4071,POINT (-79.375 9.875)
4072,POINT (-79.375 10.125)
4073,POINT (-79.375 10.375)
4074,POINT (-79.375 10.625)
4075,POINT (-79.375 10.875)
4076,POINT (-79.375 11.125)
4077,POINT (-79.375 11.375)
4078,POINT (-79.375 11.625)
4079,POINT (-79.375 11.875)
4080,POINT (-79.375 12.125)
4081,POINT (-79.375 12.375)
4082,POINT (-79.375 12.625)
4083,POINT (-79.375 12.875)
4084,POINT (-79.375 13.125)
4085,POINT (-79.375 13.375)
4086,POINT (-79.375 13.625)
4087,POINT (-79.375 13.875)
4088,POINT (-79.375 14.125)
4089,POINT (-79.375 14.375)
4090,POINT (-79.375 14.625)
4091,POINT (-79.375 14.875)
4092,POINT (-79.375 15.125)
4093,POINT (-79.375 15.375)
4094,POINT (-79.375 15.625)
4095,POINT (-79.375 15.875)
4096,POINT (-79.375 16.125)
4097,POINT (-79.375 16.375)
4098,POINT (-79.375 16.625)
4099,POINT (-79.375 16.875)
4100,POINT (-79.375 17.125)
4101,POINT (-79.375 17.375)
4102,POINT (-79.375 17.625)
4103,POINT (-79.375 17.875)
4104,POINT (-79.125 0.125)
4105,POINT (-79.125 0.375)
4106,POINT (-79.125 0.625)
4107,POINT (-79.125 0.875)
4108,POINT (-79.125 1.125)
4109,POINT (-79.125 1.375)
4110,POINT (-79.125 1.625)
4111,POINT (-79.125 1.875)
4112,POINT (-79.125 2.125)
4113,POINT (-79.125 2.375)
4114,POINT (-79.125 2.625)
4115,POINT (-79.125 2.875)
4116,POINT (-79.125 3.125)
4117,POINT (-79.125 3.375)
4118,POINT (-79.125 3.625)
4119,POINT (-79.125 3.875)
4120,POINT (-79.125 4.125)
4121,POINT (-79.125 4.375)
4122,POINT (-79.125 4.625)
4123,POINT (-79.125 4.875)
4124,POINT (-79.125 5.125)
4125,POINT (-79.125 5.375)
4126,POINT (-79.125 5.625)
4127,POINT (-79.125 5.875)
4128,POINT (-79.125 6.125)
4129,POINT (-79.125 6.375)
4130,POINT (-79.125 6.625)
4131,POINT (-79.125 6.875)
4132,POINT (-79.125 7.125)
4133,POINT (-79.125 7.375)
4134,POINT (-79.125 7.625)
4135,POINT (-79.125 7.875)
4136,POINT (-79.125 8.125)
4137,POINT (-79.125 8.375)
4138,POINT (-79.125 8.625)
4139,POINT (-79.125 8.875)
4140,POINT (-79.125 9.125)
4141,POINT (-79.125 9.375)
4142,POINT (-79.125 9.625)
4143,POINT (-79.125 9.875)
4144,POINT (-79.125 10.125)
4145,POINT (-79.125 10.375)
4146,POINT (-79.125 10.625)
4147,POINT (-79.125 10.875)
4148,POINT (-79.125 11.125)
4149,POINT (-79.125 11.375)
4150,POINT (-79.125 11.625)
4151,POINT (-79.125 11.875)
4152,POINT (-79.125 12.125)
4153,POINT (-79.125 12.375)
4154,POINT (-79.125 12.625)
4155,POINT (-79.125 12.875)
4156,POINT (-79.125 13.125)
4157,POINT (-79.125 13.375)
4158,POINT (-79.125 13.625)
4159,POINT (-79.125 13.875)
4160,POINT (-79.125 14.125)
4161,POINT (-79.125 14.375)
4162,POINT (-79.125 14.625)
4163,POINT (-79.125 14.875)
4164,POINT (-79.125 15.125)
4165,POINT (-79.125 15.375)
4166,POINT (-79.125 15.625)
4167,POINT (-79.125 15.875)
4168,POINT (-79.125 16.125)
4169,POINT (-79.125 16.375)
4170,POINT (-79.125 16.625)
4171,POINT (-79.125 16.875)
